,EntryID,userId,orderDateTime,ID,exchOrdId,side,segment,instrument,ProductType,status,qty,remainingQuantity,filledQty,limitPrice,stopPrice,type,discloseQty,dqQtyRem,orderValidity,slNo,offlineOrder,message,orderNumStatus,tradedPrice,fyToken,cauveriTime,symbol,sha256checksum,receivedTime,time
26,53,XK17409,1664268099.0,122092782402,1100000024883611,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,47.0,53.0,0,0,OrderType.Market,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,122092782402:6,2069,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:41:39
27,54,XK17409,1664268099.0,122092782402,1100000024883611,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,15.0,85.0,0,0,OrderType.Market,0.0,0.0,DAY,12.0,0.0,TRADE_CONFIRMED,122092782402:6,2069,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:41:39
28,55,XK17409,1664268099.0,122092782402,1100000024883611,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,11.0,89.0,0,0,OrderType.Market,0.0,0.0,DAY,14.0,0.0,TRADE_CONFIRMED,122092782402:6,2069,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:41:39
29,56,XK17409,1664268099.0,122092782402,1100000024883611,1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122092782402:2,2069,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:41:39
30,57,XK17409,1664268117.0,122092782812,1100000025027713,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2074,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092782812:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:41:57
31,58,XK17409,1664268125.0,122092782852,1100000025039019,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2077,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092782852:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:42:05
32,59,XK17409,1664268131.0,122092782812,1100000025027713,-1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,2074,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092782812:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:42:11
33,60,XK17409,1664268133.0,122092782852,1100000025039019,1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,0,2077,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092782852:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:42:13
34,61,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092783512:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
35,62,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,95.0,5.0,0,0,OrderType.Market,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
36,63,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,94.0,6.0,0,0,OrderType.Market,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
37,64,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,90.0,10.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
38,65,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,89.0,11.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
39,66,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,78.0,22.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
40,67,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,77.0,23.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
41,68,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,67.0,33.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
42,69,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,58.0,42.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
43,70,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,53.0,47.0,0,0,OrderType.Market,0.0,0.0,DAY,19.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
44,71,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,44.0,56.0,0,0,OrderType.Market,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
45,72,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,39.0,61.0,0,0,OrderType.Market,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
46,73,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,30.0,70.0,0,0,OrderType.Market,0.0,0.0,DAY,25.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
47,74,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,25.0,75.0,0,0,OrderType.Market,0.0,0.0,DAY,27.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
48,75,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,16.0,84.0,0,0,OrderType.Market,0.0,0.0,DAY,29.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
49,76,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,11.0,89.0,0,0,OrderType.Market,0.0,0.0,DAY,31.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
50,77,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,2.0,98.0,0,0,OrderType.Market,0.0,0.0,DAY,33.0,0.0,TRADE_CONFIRMED,122092783512:6,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
51,78,XK17409,1664268356.0,122092783512,1100000025351093,-1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,0,0,OrderType.Market,0.0,0.0,DAY,34.0,0.0,TRADE_CONFIRMED,122092783512:2,2058,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:45:56
52,79,XK17409,1664268371.0,122092783572,1100000025369839,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2063,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092783572:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:46:11
53,80,XK17409,1664268388.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2054,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092783642:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:46:28
54,81,XK17409,1664268418.0,122092783572,1100000025369839,-1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,2063,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,TRADE_CONFIRMED,122092783572:2,2063,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:46:58
55,82,XK17409,1664268451.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2045,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:47:31
56,83,XK17409,1664268511.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,0,2076,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:48:31
57,84,XK17409,1664268545.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2038,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:49:05
58,85,XK17409,1664268554.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2040,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:49:14
59,86,XK17409,1664268605.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2038,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:50:05
60,87,XK17409,1664268621.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2040,0,OrderType.Limit,0.0,0.0,DAY,5.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:50:21
61,88,XK17409,1664268678.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2045,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092784362:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:51:18
62,89,XK17409,1664268863.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,2.0,0.0,STOPLOSS_TRIGGER,122092783642:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:23
63,90,XK17409,1664268863.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,87.0,13.0,0,0,OrderType.Market,0.0,0.0,DAY,4.0,0.0,TRADE_CONFIRMED,122092783642:6,2054,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:23
64,91,XK17409,1664268863.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,80.0,20.0,0,0,OrderType.Market,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122092783642:6,2054,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:23
65,92,XK17409,1664268863.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,46.0,54.0,0,0,OrderType.Market,0.0,0.0,DAY,8.0,0.0,TRADE_CONFIRMED,122092783642:6,2054,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:23
66,93,XK17409,1664268863.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,4.0,96.0,0,0,OrderType.Market,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,122092783642:6,2054,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:23
67,94,XK17409,1664268863.0,122092783642,1100000025392868,-1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122092783642:2,2054,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:23
68,95,XK17409,1664268870.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2037,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:54:30
69,96,XK17409,1664268903.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,300.0,300.0,0.0,0,2074,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:55:03
70,97,XK17409,1664269138.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,300.0,300.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 08:58:58
71,98,XK17409,1664269351.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:02:31
72,99,XK17409,1664269404.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,300.0,300.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,5.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:03:24
73,100,XK17409,1664269449.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2047,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092784362:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:04:09
74,101,XK17409,1664269525.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2052,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092784362:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:25
75,102,XK17409,1664269525.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,97.0,3.0,2052,0,OrderType.Limit,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122092784362:6,2052,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:25
76,103,XK17409,1664269525.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,96.0,4.0,2052,0,OrderType.Limit,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122092784362:6,2052,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:25
77,104,XK17409,1664269525.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,93.0,7.0,2052,0,OrderType.Limit,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,122092784362:6,2052,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:25
78,105,XK17409,1664269525.0,122092784362,1100000025767459,1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,2052,0,OrderType.Limit,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,122092784362:2,2052,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:25
79,106,XK17409,1664269533.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2037,0,OrderType.Limit,0.0,0.0,DAY,7.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:33
80,107,XK17409,1664269538.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2054,0,OrderType.Limit,0.0,0.0,DAY,8.0,0.0,CONFIRMED,122092783882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:38
81,108,XK17409,1664269538.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,84.0,16.0,2054,0,OrderType.Limit,0.0,0.0,DAY,10.0,0.0,TRADE_CONFIRMED,122092783882:6,2053,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:38
82,109,XK17409,1664269538.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,52.0,48.0,2054,0,OrderType.Limit,0.0,0.0,DAY,12.0,0.0,TRADE_CONFIRMED,122092783882:6,2053,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:38
83,110,XK17409,1664269538.0,122092783882,1100000025469429,1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,2054,0,OrderType.Limit,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122092783882:2,2053,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:38
84,111,XK17409,1664269545.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,6.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:05:45
85,112,XK17409,1664269609.0,122092786742,1100000027042794,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2037,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122092786742:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:06:49
86,113,XK17409,1664270180.0,122092786742,1100000027042794,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2043,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122092786742:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:16:20
87,114,XK17409,1664270224.0,122092786742,1100000027042794,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2036,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122092786742:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:17:04
88,115,XK17409,1664270233.0,122092786742,1100000027042794,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2035,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122092786742:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:17:13
89,116,XK17409,1664270428.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2060,OrderType.Stop,0.0,0.0,DAY,7.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:20:28
90,117,XK17409,1664270453.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,8.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:20:53
91,118,XK17409,1664270611.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2060,OrderType.Stop,0.0,0.0,DAY,9.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:23:31
92,119,XK17409,1664270624.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2060,OrderType.Stop,0.0,0.0,DAY,10.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:23:44
93,120,XK17409,1664270657.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,11.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:24:17
94,121,XK17409,1664270922.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2062,OrderType.Stop,0.0,0.0,DAY,12.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:28:42
95,122,XK17409,1664270990.0,122092786742,1100000027042794,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2041,0,OrderType.Limit,0.0,0.0,DAY,5.0,0.0,CONFIRMED,122092786742:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:29:50
96,123,XK17409,1664271002.0,122092786742,1100000027042794,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2037,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,CONFIRMED,122092786742:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:30:02
97,124,XK17409,1664271060.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2058,OrderType.Stop,0.0,0.0,DAY,13.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:31:00
98,125,XK17409,1664271073.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2056,OrderType.Stop,0.0,0.0,DAY,14.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:31:13
99,126,XK17409,1664271135.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2054,OrderType.Stop,0.0,0.0,DAY,15.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:32:15
100,127,XK17409,1664271155.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2053,OrderType.Stop,0.0,0.0,DAY,16.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:32:35
101,128,XK17409,1664271168.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2053,OrderType.Stop,0.0,0.0,DAY,17.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:32:48
102,129,XK17409,1664271173.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2051,OrderType.Stop,0.0,0.0,DAY,18.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:32:53
103,130,XK17409,1664271227.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,2050,OrderType.Stop,0.0,0.0,DAY,19.0,0.0,CONFIRMED,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:47
104,131,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,20.0,0.0,STOPLOSS_TRIGGER,122092784042:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
105,132,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,85.0,15.0,0,0,OrderType.Market,0.0,0.0,DAY,22.0,0.0,TRADE_CONFIRMED,122092784042:6,2050,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
106,133,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,84.0,16.0,0,0,OrderType.Market,0.0,0.0,DAY,24.0,0.0,TRADE_CONFIRMED,122092784042:6,2050,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
107,134,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,79.0,21.0,0,0,OrderType.Market,0.0,0.0,DAY,26.0,0.0,TRADE_CONFIRMED,122092784042:6,2051,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
108,135,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,77.0,23.0,0,0,OrderType.Market,0.0,0.0,DAY,28.0,0.0,TRADE_CONFIRMED,122092784042:6,2051,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
109,136,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,30.0,70.0,0,0,OrderType.Market,0.0,0.0,DAY,30.0,0.0,TRADE_CONFIRMED,122092784042:6,2051,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
110,137,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,27.0,73.0,0,0,OrderType.Market,0.0,0.0,DAY,32.0,0.0,TRADE_CONFIRMED,122092784042:6,2051,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
111,138,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,24.0,76.0,0,0,OrderType.Market,0.0,0.0,DAY,34.0,0.0,TRADE_CONFIRMED,122092784042:6,2051,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
112,139,XK17409,1664271230.0,122092784042,1100000025545001,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,21.0,79.0,0,0,OrderType.Market,0.0,0.0,DAY,36.0,0.0,TRADE_CONFIRMED,122092784042:6,2051,101000000019943,,NSE:DEEPAKNTR-EQ,,,2022-09-27 09:33:50
